ID	Gene.symbol	Gene.title	log2(fold change)	-log10(Pvalue)
ILMN_1735399	CLDN10	claudin 10	-0.36	2.908
ILMN_1735402	DCAF5	DDB1 and CUL4 associated factor 5	-0.653	8.737
ILMN_1735432	ISCU	iron-sulfur cluster assembly enzyme	-0.314	4.277
ILMN_1735438	GPM6B	glycoprotein M6B	-1.454	12.922
ILMN_1735439	FTHL17	ferritin heavy chain like 17	-0.268	1.788
ILMN_1735453	FAM98A	family with sequence similarity 98 member A	0.393	3.862
ILMN_1735461	DDX21	DEAD-box helicase 21	2	19.445
ILMN_1735463	EXD3	exonuclease 3'-5' domain containing 3	-0.747	10.431
ILMN_1735471	ACHE	acetylcholinesterase (Cartwright blood group)	-0.664	5.636
ILMN_1735472	OSGIN2	oxidative stress induced growth inhibitor family member 2	0.199	1.647
ILMN_1735479			-0.331	2.628
ILMN_1735488	FRRS1	ferric chelate reductase 1	-0.348	2.998
ILMN_1735489	F13B	coagulation factor XIII B chain	-0.345	2.764
ILMN_1735499	DCBLD2	discoidin, CUB and LCCL domain containing 2	0.575	1.861
ILMN_1735500	IL36G	interleukin 36, gamma	-0.259	1.642
ILMN_1735502	FAM181B	family with sequence similarity 181 member B	-0.723	8.69
ILMN_1735506	CYSLTR1	cysteinyl leukotriene receptor 1	-0.822	11.637
ILMN_1735534	PKD1L2	polycystin 1 like 2 (gene/pseudogene)	-0.277	2.277
ILMN_1735539			-0.256	1.866
ILMN_1735552	KIF1B	kinesin family member 1B	-0.289	2.239
ILMN_1735570	HOPX	HOP homeobox	-0.348	3.03
ILMN_1735573	DPH1	diphthamide biosynthesis 1	-0.281	2.308
ILMN_1735578	GUCA2B	guanylate cyclase activator 2B	-4.617	19.403
ILMN_1735579	CGB8	chorionic gonadotropin beta subunit 8	-0.322	2.473
ILMN_1735584	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	-0.329	2.965
ILMN_1735591	AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	-0.34	2.874
ILMN_1735592	LACE1	lactation elevated 1	-0.198	1.808
ILMN_1735594	CDC42SE2	CDC42 small effector 2	-0.63	6.515
ILMN_1735655	FBXW11	F-box and WD repeat domain containing 11	-0.356	3.036
ILMN_1735692	NUDT1	nudix hydrolase 1	1.191	14.674
ILMN_1735693	PIWIL3	piwi like RNA-mediated gene silencing 3	-0.3	2.425
ILMN_1735699	NUP50	nucleoporin 50	-0.353	3.205
ILMN_1735704	NMBR	neuromedin B receptor	-0.344	2.688
ILMN_1735712	KRT1	keratin 1	-0.294	2.294
ILMN_1735719	UNG	uracil DNA glycosylase	-0.305	2.258
ILMN_1735735	KATNB1	katanin regulatory subunit B1	0.59	8.047
ILMN_1735743	FBLN7	fibulin 7	-0.571	7.481
ILMN_1735745	OSTN	osteocrin	-0.342	2.526
ILMN_1735751	MGAT2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	-0.33	3.006
ILMN_1735764	HTR2B	5-hydroxytryptamine receptor 2B	-0.832	3.55
ILMN_1735765	RAB14	RAB14, member RAS oncogene family	-0.506	5.781
ILMN_1735788	TRIOBP	TRIO and F-actin binding protein	-0.448	5.012
ILMN_1735798	OSBPL3	oxysterol binding protein like 3	0.318	2.945
ILMN_1735801	ATP6V0A4	ATPase H+ transporting V0 subunit a4	-0.338	2.865
ILMN_1735816	CYP4A11	cytochrome P450 family 4 subfamily A member 11	-0.319	2.514
ILMN_1735822	TTC30A	tetratricopeptide repeat domain 30A	-0.388	4.793
ILMN_1735827	NISCH	nischarin	-0.412	5.047
ILMN_1735877	EFEMP1	EGF containing fibulin like extracellular matrix protein 1	-1.367	7.26
ILMN_1735906	OR2T3	olfactory receptor family 2 subfamily T member 3	-0.336	2.69
ILMN_1735908	UTP15	UTP15, small subunit processome component	0.362	4.731
ILMN_1735918			-0.241	1.716
ILMN_1735930	KLF2	Kruppel like factor 2	-0.948	7.27
ILMN_1735959	CNOT4	CCR4-NOT transcription complex subunit 4	-0.267	2.307
ILMN_1735988	ELF2	E74 like ETS transcription factor 2	-0.414	4.856
ILMN_1735996	NOX4	NADPH oxidase 4	0.95	4.495
ILMN_1736002	COPS5	COP9 signalosome subunit 5	0.556	5.529
ILMN_1736005	NCAPH2	non-SMC condensin II complex subunit H2	-0.208	1.559
ILMN_1736007	A1BG	alpha-1-B glycoprotein	-0.35	2.925
ILMN_1736008	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	-0.958	5.737
ILMN_1736013	CIB3	calcium and integrin binding family member 3	-0.359	3.086
ILMN_1736015	JADE1	jade family PHD finger 1	-0.229	1.461
ILMN_1736026	MMP8	matrix metallopeptidase 8	-0.314	2.592
ILMN_1736042	ME1	malic enzyme 1	0.6	3.369
ILMN_1736045	KCNJ16	potassium voltage-gated channel subfamily J member 16	-0.326	3.244
ILMN_1736056	DEFB106A	defensin beta 106A	-0.374	3.768
ILMN_1736060	GLT6D1	glycosyltransferase 6 domain containing 1	-0.322	2.425
ILMN_1736068	CNOT8	CCR4-NOT transcription complex subunit 8	0.173	1.462
ILMN_1736077	LIAS	lipoic acid synthetase	-0.35	1.931
ILMN_1736078	THBS4	thrombospondin 4	-1.705	5.798
ILMN_1736080	SETDB1	SET domain bifurcated 1	0.304	4.082
ILMN_1736088	CLPS	colipase	-0.351	2.96
ILMN_1736090	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	2.04	24.33
ILMN_1736093	SNX33	sorting nexin 33	-0.332	3.432
ILMN_1736101	GLIS1	GLIS family zinc finger 1	-0.333	2.597
ILMN_1736112	ARHGAP10	Rho GTPase activating protein 10	-1.038	7.427
ILMN_1736120			-0.358	2.91
ILMN_1736130	RBFA	ribosome binding factor A (putative)	0.184	1.579
ILMN_1736135	TYW1	tRNA-yW synthesizing protein 1 homolog	0.459	6.524
ILMN_1736142	OR1L1	olfactory receptor family 1 subfamily L member 1	-0.332	2.682
ILMN_1736154			0.838	8.084
ILMN_1736161	CSTF3	cleavage stimulation factor subunit 3	1.224	15.949
ILMN_1736162	GC	GC, vitamin D binding protein	-0.377	3.591
ILMN_1736165			-0.312	3.02
ILMN_1736176	PLK1	polo like kinase 1	0.636	6.631
ILMN_1736179			-0.328	2.508
ILMN_1736180	FRAT1	frequently rearranged in advanced T-cell lymphomas 1	-0.346	5.388
ILMN_1736184	GSTM3	glutathione S-transferase mu 3	-1.933	14.834
ILMN_1736190	CYP4F3	cytochrome P450 family 4 subfamily F member 3	0.896	3.468
ILMN_1736218	CHRNB3	cholinergic receptor nicotinic beta 3 subunit	-0.351	4.241
ILMN_1736223	IQCH	IQ motif containing H	-0.257	1.875
ILMN_1736234	CHTOP	chromatin target of PRMT1	0.496	10.586
ILMN_1736238	GNMT	glycine N-methyltransferase	-0.312	2.603
ILMN_1736242			1.579	15.925
ILMN_1736256	CALR	calreticulin	0.46	4.349
ILMN_1736267	ZNF555	zinc finger protein 555	-0.215	2.159
ILMN_1736285	RFT1	RFT1 homolog	-0.298	2.597
ILMN_1736300			-0.338	2.783
ILMN_1736303	KCNV1	potassium voltage-gated channel modifier subfamily V member 1	-0.28	1.843
ILMN_1736317	NALCN	sodium leak channel, non-selective	-0.335	2.846
ILMN_1736327	CDC42EP3	CDC42 effector protein 3	-0.645	8.981
ILMN_1736342	METRNL	meteorin like, glial cell differentiation regulator	-0.575	7.42
ILMN_1736356	STK32B	serine/threonine kinase 32B	-0.283	2.33
ILMN_1736357	ERMN	ermin	-0.356	2.84
ILMN_1736389	SEC61B	Sec61 translocon beta subunit	0.482	6.409
ILMN_1736412	AMHR2	anti-Mullerian hormone receptor type 2	-0.413	4.172
ILMN_1736426	PLCB4	phospholipase C beta 4	0.482	3.063
ILMN_1736427	EPHA3	EPH receptor A3	-0.355	2.913
ILMN_1736428	MAL	mal, T-cell differentiation protein	-0.799	12.591
ILMN_1736441	PDXP	pyridoxal phosphatase	-0.779	6.123
ILMN_1736447	LENEP	lens epithelial protein	-0.341	2.627
ILMN_1736448	VWC2	von Willebrand factor C domain containing 2	-0.467	4.739
ILMN_1736453	RCVRN	recoverin	-0.462	4.774
ILMN_1736479			-0.313	2.339
ILMN_1736501			-0.338	2.895
ILMN_1736510	FOXN2	forkhead box N2	0.513	6.578
ILMN_1736518	CDH9	cadherin 9	-0.301	2.843
ILMN_1736527	TFCP2L1	transcription factor CP2-like 1	-1.284	5.777
ILMN_1736536	TPRX1	tetrapeptide repeat homeobox 1	-0.285	1.979
ILMN_1736538			-0.29	2.233
ILMN_1736546	SLC16A14	solute carrier family 16 member 14	-0.425	4.303
ILMN_1736567	CD74	CD74 molecule	-0.878	4.986
ILMN_1736568	CASP2	caspase 2	0.762	10.289
ILMN_1736575	TRIM28	tripartite motif containing 28	1.05	15.807
ILMN_1736577	ZNF688	zinc finger protein 688	-0.458	5.547
ILMN_1736584	MCF2L	MCF.2 cell line derived transforming sequence like	-0.347	2.795
ILMN_1736585	TMED10	transmembrane p24 trafficking protein 10	-0.355	2.237
ILMN_1736597	TKT	transketolase	1.236	17.406
ILMN_1736619	PHOX2B	paired like homeobox 2b	-0.881	12.652
ILMN_1736628	ORAI3	ORAI calcium release-activated calcium modulator 3	-0.33	3.401
ILMN_1736635			-0.341	2.834
ILMN_1736654	PIP5K1B	phosphatidylinositol-4-phosphate 5-kinase type 1 beta	-1.05	8.874
ILMN_1736655	LCE1B	late cornified envelope 1B	-0.356	2.731
ILMN_1736670	PPP1R3C	protein phosphatase 1 regulatory subunit 3C	-1.577	8.243
ILMN_1736682	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	-0.33	2.995
ILMN_1736689	PC	pyruvate carboxylase	-0.35	3.084
ILMN_1736700	ALDOA	aldolase, fructose-bisphosphate A	-0.554	1.436
ILMN_1736704	DIXDC1	DIX domain containing 1	-1.152	7.889
ILMN_1736713	SPIN2A	spindlin family member 2A	-0.334	2.367
ILMN_1736741	RASSF8	Ras association domain family member 8	-0.387	4.984
ILMN_1736742	COLGALT2	collagen beta(1-O)galactosyltransferase 2	-0.65	7.173
ILMN_1736747	MARK2	microtubule affinity regulating kinase 2	-0.347	3.024
ILMN_1736751	VPS26B	VPS26, retromer complex component B	-0.186	1.579
ILMN_1736757	GNPTAB	N-acetylglucosamine-1-phosphate transferase alpha and beta subunits	-0.787	9.935
ILMN_1736783	PTGR2	prostaglandin reductase 2	-0.307	2.848
ILMN_1736792	PLEC	plectin	-0.33	2.56
ILMN_1736796	RB1CC1	RB1 inducible coiled-coil 1	0.282	1.865
ILMN_1736806	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1	-1.413	11.841
ILMN_1736814	CLNS1A	chloride nucleotide-sensitive channel 1A	1.37	19.231
ILMN_1736816	SKA3	spindle and kinetochore associated complex subunit 3	1.383	17.655
ILMN_1736820	HIST1H2BM	histone cluster 1, H2bm	-0.274	2.063
ILMN_1736828	CHST10	carbohydrate sulfotransferase 10	-0.586	5.762
ILMN_1736836			-0.316	2.45
ILMN_1736847	MED8	mediator complex subunit 8	0.154	1.675
ILMN_1736856	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit	-0.296	2.42
ILMN_1736860			-0.335	2.671
ILMN_1736863	TMEM140	transmembrane protein 140	-1.587	17.113
ILMN_1736888	SAR1B	secretion associated Ras related GTPase 1B	-0.317	1.996
ILMN_1736911	TMOD1	tropomodulin 1	-1.342	10.449
ILMN_1736929	PLB1	phospholipase B1	-0.284	2.425
ILMN_1736936	FOXI1	forkhead box I1	-0.259	1.808
ILMN_1736939	UGCG	UDP-glucose ceramide glucosyltransferase	-0.666	5.106
ILMN_1736940	HPRT1	hypoxanthine phosphoribosyltransferase 1	1.178	13.376
ILMN_1736942	PPP1CB	protein phosphatase 1 catalytic subunit beta	-0.959	9.747
ILMN_1736951	CEP97	centrosomal protein 97	-0.305	2.34
ILMN_1736954	ZBTB7B	zinc finger and BTB domain containing 7B	-0.494	5.697
ILMN_1736956	GREB1	growth regulation by estrogen in breast cancer 1	-0.358	2.805
ILMN_1736965	SIGIRR	single Ig and TIR domain containing	-0.326	3.111
ILMN_1736969	SLITRK3	SLIT and NTRK like family member 3	-0.797	8.789
ILMN_1736972	GKAP1	G kinase anchoring protein 1	-0.376	4.307
ILMN_1736974	SOX12	SRY-box 12	-0.217	1.797
ILMN_1736976	HPCAL4	hippocalcin like 4	-0.461	5.181
ILMN_1736982	PHACTR1	phosphatase and actin regulator 1	-0.379	2.499
ILMN_1736995	C12orf66	chromosome 12 open reading frame 66	0.682	10.056
ILMN_1737005	SMG9	SMG9, nonsense mediated mRNA decay factor	0.35	4.824
ILMN_1737011	GOLM1	golgi membrane protein 1	-0.523	5.003
ILMN_1737015	RPL39	ribosomal protein L39	0.81	16.491
ILMN_1737025	PLCL2	phospholipase C like 2	-1.752	17.575
ILMN_1737043	LTB	lymphotoxin beta	-1.029	6.406
ILMN_1737050	NSUN4	NOP2/Sun RNA methyltransferase family member 4	0.402	7.475
ILMN_1737058	MPDU1	mannose-P-dolichol utilization defect 1	-0.401	1.763
ILMN_1737066	PRPF19	pre-mRNA processing factor 19	0.96	12.247
ILMN_1737073			-0.311	2.597
ILMN_1737074			0.89	14.238
ILMN_1737076	HHLA2	HERV-H LTR-associating 2	-2.304	14.83
ILMN_1737084	TXLNA	taxilin alpha	0.215	2.11
ILMN_1737087	WDR5	WD repeat domain 5	-0.322	2.593
ILMN_1737089	CAPN5	calpain 5	-1.495	9.337
ILMN_1737107	LTBP3	latent transforming growth factor beta binding protein 3	-0.337	2.973
ILMN_1737126			-0.371	2.989
ILMN_1737131	POM121L12	POM121 transmembrane nucleoporin like 12	-0.333	2.877
ILMN_1737144	OR6C75	olfactory receptor family 6 subfamily C member 75	-0.315	2.532
ILMN_1737146	TRAM1	translocation associated membrane protein 1	0.309	2.708
ILMN_1737152	DAO	D-amino acid oxidase	-0.624	6.6
ILMN_1737157	GRAMD1A	GRAM domain containing 1A	1.238	17.093
ILMN_1737162	LGI3	leucine rich repeat LGI family member 3	-0.36	3.09
ILMN_1737163	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	-0.353	1.589
ILMN_1737164	TM9SF1	transmembrane 9 superfamily member 1	-0.288	3.119
ILMN_1737168	THTPA	thiamine triphosphatase	-0.317	3.564
ILMN_1737170	FLII	FLII, actin remodeling protein	-0.523	8.609
ILMN_1737184	CDCA7	cell division cycle associated 7	3.22	26.702
ILMN_1737195	CENPK	centromere protein K	1.196	14.019
ILMN_1737208	NTF4	neurotrophin 4	-0.336	2.795
ILMN_1737211	ZNF585A	zinc finger protein 585A	-0.458	6.039
ILMN_1737236	COX5B	cytochrome c oxidase subunit 5B	-0.238	1.675
ILMN_1737242	C8G	complement component 8, gamma polypeptide	-1.252	9.759
ILMN_1737252	NRG1	neuregulin 1	-0.509	6.245
ILMN_1737269	PLA2G4F	phospholipase A2 group IVF	-0.852	5.642
ILMN_1737271	TTC16	tetratricopeptide repeat domain 16	-0.328	3.011
ILMN_1737272			-0.351	2.965
ILMN_1737298	MAT2A	methionine adenosyltransferase 2A	0.268	3.443
ILMN_1737308	GLRX	glutaredoxin	-0.348	1.929
ILMN_1737313	STK31	serine/threonine kinase 31	-0.358	3.101
ILMN_1737320	ZDHHC15	zinc finger DHHC-type containing 15	-0.437	4.749
ILMN_1737323	SLC10A5	solute carrier family 10 member 5	-0.32	2.71
ILMN_1737344	DDX41	DEAD-box helicase 41	0.368	4.111
ILMN_1737359	GOLGA6B	golgin A6 family member B	-0.293	2.603
ILMN_1737364	RAB37	RAB37, member RAS oncogene family	-0.312	2.678
ILMN_1737373	OR4Q3	olfactory receptor family 4 subfamily Q member 3	-0.288	2.245
ILMN_1737376			-0.385	3.297
ILMN_1737380			-0.401	5.429
ILMN_1737396	PSMD14	proteasome 26S subunit, non-ATPase 14	1.195	21.089
ILMN_1737413	MSH2	mutS homolog 2	0.482	5.408
ILMN_1737416	PGBD3	piggyBac transposable element derived 3	-0.192	1.748
ILMN_1737435	FOXD3	forkhead box D3	-0.381	3.125
ILMN_1737441	CD79B	CD79b molecule	-1.038	7.882
ILMN_1737444	PCDHAC2	protocadherin alpha subfamily C, 2	-0.325	2.75
ILMN_1737503	MATN4	matrilin 4	-0.335	2.532
ILMN_1737513	MYADML	myeloid associated differentiation marker like (pseudogene)	-0.378	3.422
ILMN_1737517	RPL29	ribosomal protein L29	1.769	18.969
ILMN_1737523	PCDHGA1	protocadherin gamma subfamily A, 1	-0.379	2.903
ILMN_1737532			-0.254	2.14
ILMN_1737535	TAF4	TATA-box binding protein associated factor 4	0.772	7.59
ILMN_1737541	HGD	homogentisate 1,2-dioxygenase	-0.834	6.698
ILMN_1737561	N4BP2L2	NEDD4 binding protein 2 like 2	-0.322	1.484
ILMN_1737576	RASA1	RAS p21 protein activator 1	-0.271	1.886
ILMN_1737580	DESI1	desumoylating isopeptidase 1	0.841	8.142
ILMN_1737585	VARS2	valyl-tRNA synthetase 2, mitochondrial	0.332	2.004
ILMN_1737588	C21orf33	chromosome 21 open reading frame 33	-0.37	5.106
ILMN_1737599	TRIM5	tripartite motif containing 5	-0.266	2.239
ILMN_1737604	FGGY	FGGY carbohydrate kinase domain containing	1.469	6.635
ILMN_1737611	VAMP1	vesicle associated membrane protein 1	-0.861	8.328
ILMN_1737624	NUTM1	NUT midline carcinoma family member 1	-0.331	2.751
ILMN_1737629	ADAM20	ADAM metallopeptidase domain 20	-0.348	3.031
ILMN_1737631	PAQR6	progestin and adipoQ receptor family member 6	-0.222	1.513
ILMN_1737642	HCCS	holocytochrome c synthase	-0.331	3.564
ILMN_1737644	TMEM219	transmembrane protein 219	-0.375	2.961
ILMN_1737650	DIO2	deiodinase, iodothyronine, type II	1.044	7.237
ILMN_1737651	CDC40	cell division cycle 40	0.221	2.453
ILMN_1737653	KRT78	keratin 78	-0.338	2.575
ILMN_1737656			-0.285	2.109
ILMN_1737662	BARHL1	BarH like homeobox 1	-0.351	2.704
ILMN_1737681	NEK10	NIMA related kinase 10	-0.335	2.654
ILMN_1737683	FGG	fibrinogen gamma chain	-0.3	2.448
ILMN_1737685	CRLS1	cardiolipin synthase 1	1.053	11.28
ILMN_1737695	PDGFB	platelet derived growth factor subunit B	-0.281	2.282
ILMN_1737699	PIF1	PIF1 5'-to-3' DNA helicase	-0.331	3.081
ILMN_1737704	POLR2A	RNA polymerase II subunit A	-0.292	3.261
ILMN_1737705	UHRF1BP1L	UHRF1 binding protein 1 like	-0.237	2.497
ILMN_1737709	RPL10L	ribosomal protein L10 like	-1.059	12.388
ILMN_1737715	OSR2	odd-skipped related transciption factor 2	-0.361	3.105
ILMN_1737728	CDCA3	cell division cycle associated 3	2.066	21.283
ILMN_1737751	BOLL	boule homolog, RNA binding protein	-0.314	2.727
ILMN_1737754	AKAP2	A-kinase anchoring protein 2	-0.349	2.808
ILMN_1737788	CENPM	centromere protein M	1.392	15.32
ILMN_1737800			0.902	5.654
ILMN_1737805	TPCN1	two pore segment channel 1	-0.314	2.988
ILMN_1737807	SF3B2	splicing factor 3b subunit 2	0.282	3.279
ILMN_1737818	C12orf43	chromosome 12 open reading frame 43	0.235	2.168
ILMN_1737819	PPP1R17	protein phosphatase 1 regulatory subunit 17	-0.346	2.907
ILMN_1737847	RMND5B	required for meiotic nuclear division 5 homolog B	-0.209	1.819
ILMN_1737862	PSMB4	proteasome subunit beta 4	0.518	10.479
ILMN_1737878			-0.948	7.323
ILMN_1737912	GLRX2	glutaredoxin 2	-0.348	3.061
ILMN_1737935	MACF1	microtubule-actin crosslinking factor 1	-0.532	6.343
ILMN_1737940	PCDHGB7	protocadherin gamma subfamily B, 7	-0.342	2.813
ILMN_1737943	THPO	thrombopoietin	-0.289	1.929
ILMN_1737947	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	1.194	20.23
ILMN_1737949	GALNS	galactosamine (N-acetyl)-6-sulfatase	-0.183	1.494
ILMN_1737961	DCAF12L2	DDB1 and CUL4 associated factor 12 like 2	-0.368	2.976
ILMN_1737964	MFSD14B	major facilitator superfamily domain containing 14B	0.404	4.124
ILMN_1737965	ELOVL4	ELOVL fatty acid elongase 4	-0.879	7.32
ILMN_1737972	TSPYL5	TSPY like 5	-0.973	9.701
ILMN_1737981	FSTL5	follistatin like 5	-0.5	4.413
ILMN_1737988	PRNP	prion protein	-0.608	3.676
ILMN_1737993	ERBB3	erb-b2 receptor tyrosine kinase 3	-0.511	4.01
ILMN_1738003	POU3F4	POU class 3 homeobox 4	-0.322	2.678
ILMN_1738006	TNFRSF21	TNF receptor superfamily member 21	-0.454	3.358
ILMN_1738010	CTNS	cystinosin, lysosomal cystine transporter	-0.366	4.481
ILMN_1738027	BRCA1	BRCA1, DNA repair associated	1.03	12.354
ILMN_1738033	OR2T33	olfactory receptor family 2 subfamily T member 33	-0.273	2.263
ILMN_1738058	CPNE6	copine 6	-0.35	2.617
ILMN_1738065	PEX26	peroxisomal biogenesis factor 26	-1.504	15.607
ILMN_1738093	RNFT2	ring finger protein, transmembrane 2	0.69	6.502
ILMN_1738097	MCTP1	multiple C2 and transmembrane domain containing 1	-0.473	4.845
ILMN_1738099	CAMKMT	calmodulin-lysine N-methyltransferase	0.758	11.78
ILMN_1738101			-0.29	2.61
ILMN_1738116	TMEM119	transmembrane protein 119	-1.068	9.178
ILMN_1738124	ZNF772	zinc finger protein 772	-0.401	3.565
ILMN_1738150	SUMO2	small ubiquitin-like modifier 2	0.314	3.763
ILMN_1738179	FOXP1	forkhead box P1	-0.54	4.752
ILMN_1738212	GALNTL5	polypeptide N-acetylgalactosaminyltransferase-like 5	-0.371	3.323
ILMN_1738223			-0.383	3.347
ILMN_1738233	AMIGO3	adhesion molecule with Ig like domain 3	-0.302	2.416
ILMN_1738235	DNASE2B	deoxyribonuclease 2 beta	-0.439	4.678
ILMN_1738246	OR10A7	olfactory receptor family 10 subfamily A member 7	-0.295	2.337
ILMN_1738251	DRD3	dopamine receptor D3	-0.444	2.944
ILMN_1738252	PCDHB7	protocadherin beta 7	-0.341	2.718
ILMN_1738263	PIGU	phosphatidylinositol glycan anchor biosynthesis class U	0.782	6.712
ILMN_1738266	RASL10A	RAS like family 10 member A	-0.46	6.058
ILMN_1738268	IP6K3	inositol hexakisphosphate kinase 3	-0.45	5.302
ILMN_1738272	DHX36	DEAH-box helicase 36	0.427	6.636
ILMN_1738277	NOX3	NADPH oxidase 3	-0.317	2.341
ILMN_1738280	SGPP1	sphingosine-1-phosphate phosphatase 1	-0.504	3.786
ILMN_1738307	PRDX4	peroxiredoxin 4	1.729	19.377
ILMN_1738322	SHROOM1	shroom family member 1	-0.543	5.42
ILMN_1738326	EIF4E2	eukaryotic translation initiation factor 4E family member 2	0.317	2.856
ILMN_1738333	CCDC50	coiled-coil domain containing 50	-0.278	2.425
ILMN_1738335	TNFSF18	tumor necrosis factor superfamily member 18	-0.364	2.987
ILMN_1738342	METTL15	methyltransferase like 15	0.21	2.097
ILMN_1738347	RNPEP	arginyl aminopeptidase	-0.327	1.77
ILMN_1738362	RNF19A	ring finger protein 19A, RBR E3 ubiquitin protein ligase	-0.299	2.273
ILMN_1738369	TUFM	Tu translation elongation factor, mitochondrial	0.578	5.915
ILMN_1738383	EEF2	eukaryotic translation elongation factor 2	0.347	3.106
ILMN_1738395	TPD52L3	tumor protein D52 like 3	-0.28	3.396
ILMN_1738397	IRAK1	interleukin 1 receptor associated kinase 1	1.169	15.937
ILMN_1738406	SLC2A9	solute carrier family 2 member 9	-0.332	2.884
ILMN_1738410			-0.378	3.33
ILMN_1738414	G6PC	glucose-6-phosphatase catalytic subunit	-0.395	3.405
ILMN_1738418	SPEF1	sperm flagellar 1	-0.369	3.263
ILMN_1738424	CDC42	cell division cycle 42	-0.564	6.135
ILMN_1738438	MAST4	microtubule associated serine/threonine kinase family member 4	-0.452	4.72
ILMN_1738449	STIM2	stromal interaction molecule 2	-0.2	1.733
ILMN_1738450	GAGE12J	G antigen 12J	-0.316	2.498
ILMN_1738468	KEL	Kell blood group, metallo-endopeptidase	-0.416	4.039
ILMN_1738473	GSTT2	glutathione S-transferase theta 2 (gene/pseudogene)	-0.32	2.641
ILMN_1738482	HAUS2	HAUS augmin like complex subunit 2	-0.716	5.229
ILMN_1738494	AQP7	aquaporin 7	-0.876	10.096
ILMN_1738514	PPP1R35	protein phosphatase 1 regulatory subunit 35	0.709	11.067
ILMN_1738517	FCRL4	Fc receptor like 4	-0.859	7.569
ILMN_1738523	MYD88	myeloid differentiation primary response 88	-0.424	5.145
ILMN_1738529	BCS1L	BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone	0.77	12.578
ILMN_1738530	ATAD3A	ATPase family, AAA domain containing 3A	0.791	9.015
ILMN_1738536			-0.381	3.346
ILMN_1738539			-0.255	2.186
ILMN_1738549	VPREB1	pre-B lymphocyte 1	-0.459	4.069
ILMN_1738558	RGS20	regulator of G-protein signaling 20	-0.247	1.697
ILMN_1738572	USP48	ubiquitin specific peptidase 48	0.615	8.657
ILMN_1738578	FILIP1L	filamin A interacting protein 1 like	-0.398	1.781
ILMN_1738579	VHL	von Hippel-Lindau tumor suppressor	-0.191	1.595
ILMN_1738580	NR2E1	nuclear receptor subfamily 2 group E member 1	-0.365	3.32
ILMN_1738589	MGLL	monoglyceride lipase	-0.888	6.683
