"initial_alias","converted_alias","name","description","namespace"
"IFT56","ENSG00000105948","IFT56","intraflagellar transport 56 [Source:HGNC Symbol;Acc:HGNC:21882]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL23","ENSG00000214026","MRPL23","mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRSF1","ENSG00000132463","GRSF1","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMED3","ENSG00000166557","TMED3","transmembrane p24 trafficking protein 3 [Source:HGNC Symbol;Acc:HGNC:28889]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS18C","ENSG00000163319","MRPS18C","mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FNBP1L","ENSG00000137942","FNBP1L","formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UPF3A","ENSG00000169062","UPF3A","UPF3A regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"U2AF2","ENSG00000063244","U2AF2","U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:23156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLS3","ENSG00000102024","PLS3","plastin 3 [Source:HGNC Symbol;Acc:HGNC:9091]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPUSD2","ENSG00000166133","RPUSD2","RNA pseudouridine synthase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC20","ENSG00000172731","LRRC20","leucine rich repeat containing 20 [Source:HGNC Symbol;Acc:HGNC:23421]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CBX8","ENSG00000141570","CBX8","chromobox 8 [Source:HGNC Symbol;Acc:HGNC:15962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CEP85","ENSG00000130695","CEP85","centrosomal protein 85 [Source:HGNC Symbol;Acc:HGNC:25309]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRSF8","ENSG00000263465","SRSF8","serine and arginine rich splicing factor 8 [Source:HGNC Symbol;Acc:HGNC:16988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"UQCC1","ENSG00000101019","UQCC1","ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:15891]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS9","ENSG00000135972","MRPS9","mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ASNS","ENSG00000070669","ASNS","asparagine synthetase (glutamine-hydrolyzing) [Source:HGNC Symbol;Acc:HGNC:753]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SETD1A","ENSG00000099381","SETD1A","SET domain containing 1A, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:29010]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF2BP2","ENSG00000168264","IRF2BP2","interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PRRC2A","ENSG00000204469","PRRC2A","proline rich coiled-coil 2A [Source:HGNC Symbol;Acc:HGNC:13918]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL22","ENSG00000082515","MRPL22","mitochondrial ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:14480]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGU","ENSG00000101464","PIGU","phosphatidylinositol glycan anchor biosynthesis class U [Source:HGNC Symbol;Acc:HGNC:15791]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GCAT","ENSG00000100116","GCAT","glycine C-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:4188]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL10A","ENSG00000198755","RPL10A","ribosomal protein L10a [Source:HGNC Symbol;Acc:HGNC:10299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLK1","ENSG00000166851","PLK1","polo like kinase 1 [Source:HGNC Symbol;Acc:HGNC:9077]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPF1","ENSG00000117133","RPF1","ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PFDN1","ENSG00000113068","PFDN1","prefoldin subunit 1 [Source:HGNC Symbol;Acc:HGNC:8866]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"AASDHPPT","ENSG00000149313","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HELLS","ENSG00000119969","HELLS","helicase, lymphoid specific [Source:HGNC Symbol;Acc:HGNC:4861]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAND1","ENSG00000111530","CAND1","cullin associated and neddylation dissociated 1 [Source:HGNC Symbol;Acc:HGNC:30688]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBC1D4","ENSG00000136111","TBC1D4","TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DFFB","ENSG00000169598","DFFB","DNA fragmentation factor subunit beta [Source:HGNC Symbol;Acc:HGNC:2773]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC61G","ENSG00000132432","SEC61G","SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDCD1","ENSG00000120526","NUDCD1","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SDE2","ENSG00000143751","SDE2","SDE2 telomere maintenance homolog [Source:HGNC Symbol;Acc:HGNC:26643]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PPIL3","ENSG00000240344","PPIL3","peptidylprolyl isomerase like 3 [Source:HGNC Symbol;Acc:HGNC:9262]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAGED1","ENSG00000179222","MAGED1","MAGE family member D1 [Source:HGNC Symbol;Acc:HGNC:6813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLK6","ENSG00000167755","KLK6","kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNB1L","ENSG00000185838","GNB1L","G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL33","ENSG00000243147","MRPL33","mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:HGNC:14487]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LBR","ENSG00000143815","LBR","lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF280D","ENSG00000137871","ZNF280D","zinc finger protein 280D [Source:HGNC Symbol;Acc:HGNC:25953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZNF280D","ENSG00000285253","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF5B","ENSG00000170759","KIF5B","kinesin family member 5B [Source:HGNC Symbol;Acc:HGNC:6324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FGGY","ENSG00000172456","FGGY","FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNX5","ENSG00000089006","SNX5","sorting nexin 5 [Source:HGNC Symbol;Acc:HGNC:14969]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC35A2","ENSG00000102100","SLC35A2","solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CCT7","ENSG00000135624","CCT7","chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1GALT1","ENSG00000106392","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24337]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SFXN4","ENSG00000183605","SFXN4","sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPL22","ENSG00000116251","RPL22","ribosomal protein L22 [Source:HGNC Symbol;Acc:HGNC:10315]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PM20D2","ENSG00000146281","PM20D2","peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RYK","ENSG00000163785","RYK","receptor like tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10481]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX36","ENSG00000174953","DHX36","DEAH-box helicase 36 [Source:HGNC Symbol;Acc:HGNC:14410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ANAPC13","ENSG00000129055","ANAPC13","anaphase promoting complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:24540]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGP","ENSG00000185808","PIGP","phosphatidylinositol glycan anchor biosynthesis class P [Source:HGNC Symbol;Acc:HGNC:3046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TARBP2","ENSG00000139546","TARBP2","TARBP2 subunit of RISC loading complex [Source:HGNC Symbol;Acc:HGNC:11569]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TIGD2","ENSG00000180346","TIGD2","tigger transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:18333]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ESD","ENSG00000139684","ESD","esterase D [Source:HGNC Symbol;Acc:HGNC:3465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4A1","ENSG00000161960","EIF4A1","eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SENP3-EIF4A1","ENSG00000277957","SENP3-EIF4A1","SENP3-EIF4A1 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49182]","GENECARDS,HGNC,UNIPROT_GN"
"DEPTOR","ENSG00000155792","DEPTOR","DEP domain containing MTOR interacting protein [Source:HGNC Symbol;Acc:HGNC:22953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXN2","ENSG00000170802","FOXN2","forkhead box N2 [Source:HGNC Symbol;Acc:HGNC:5281]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"PDHX","ENSG00000110435","PDHX","pyruvate dehydrogenase complex component X [Source:HGNC Symbol;Acc:HGNC:21350]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"XRN2","ENSG00000088930","XRN2","5'-3' exoribonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12836]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGM2","ENSG00000169299","PGM2","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"VBP1","ENSG00000155959","VBP1","VHL binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SAP30","ENSG00000164105","SAP30","Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGK1","ENSG00000102144","PGK1","phosphoglycerate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8896]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED20","ENSG00000124641","MED20","mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED20","ENSG00000288721","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RINT1","ENSG00000135249","RINT1","RAD50 interactor 1 [Source:HGNC Symbol;Acc:HGNC:21876]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNF26","ENSG00000173456","RNF26","ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RNFT2","ENSG00000135119","RNFT2","ring finger protein, transmembrane 2 [Source:HGNC Symbol;Acc:HGNC:25905]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PNP","ENSG00000198805","PNP","purine nucleoside phosphorylase [Source:HGNC Symbol;Acc:HGNC:7892]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZFP64","ENSG00000020256","ZFP64","ZFP64 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:15940]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"C1ORF198","ENSG00000119280","C1orf198","chromosome 1 open reading frame 198 [Source:HGNC Symbol;Acc:HGNC:25900]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC8E","ENSG00000171017","LRRC8E","leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"YBX1","ENSG00000065978","YBX1","Y-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8014]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ZXDB","ENSG00000198455","ZXDB","zinc finger X-linked duplicated B [Source:HGNC Symbol;Acc:HGNC:13199]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TYW1","ENSG00000198874","TYW1","tRNA-yW synthesizing protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:25598]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"APOO","ENSG00000184831","APOO","apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LYRM4","ENSG00000214113","LYRM4","LYR motif containing 4 [Source:HGNC Symbol;Acc:HGNC:21365]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EEF1AKMT3","ENSG00000123427","EEF1AKMT3","EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRPRA","ENSG00000182934","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RAD23B","ENSG00000119318","RAD23B","RAD23 homolog B, nucleotide excision repair protein [Source:HGNC Symbol;Acc:HGNC:9813]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAN3","ENSG00000152520","PAN3","poly(A) specific ribonuclease subunit PAN3 [Source:HGNC Symbol;Acc:HGNC:29991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PITRM1","ENSG00000107959","PITRM1","pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ARMCX5","ENSG00000125962","ARMCX5","armadillo repeat containing X-linked 5 [Source:HGNC Symbol;Acc:HGNC:25772]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLOD3","ENSG00000106397","PLOD3","procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:9083]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSPA8","ENSG00000109971","HSPA8","heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXRED1","ENSG00000110074","FOXRED1","FAD dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26927]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEMT","ENSG00000133027","PEMT","phosphatidylethanolamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:8830]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM177","ENSG00000144120","TMEM177","transmembrane protein 177 [Source:HGNC Symbol;Acc:HGNC:28143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMA7","ENSG00000232112","TMA7","translation machinery associated 7 homolog [Source:HGNC Symbol;Acc:HGNC:26932]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STIP1","ENSG00000168439","STIP1","stress induced phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:11387]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL45","ENSG00000278845","MRPL45","mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"COPB2","ENSG00000184432","COPB2","COPI coat complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NA","None","None","None",""
"MMS22L","ENSG00000146263","MMS22L","MMS22 like, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:21475]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GID8","ENSG00000101193","GID8","GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FNBP4","ENSG00000109920","FNBP4","formin binding protein 4 [Source:HGNC Symbol;Acc:HGNC:19752]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM83H","ENSG00000180921","FAM83H","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKLF","ENSG00000217555","CKLF","chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKLF","ENSG00000254788","CKLF-CMTM1","CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CKLF-CMTM1","ENSG00000254788","CKLF-CMTM1","CKLF-CMTM1 readthrough [Source:HGNC Symbol;Acc:HGNC:39977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SEC61B","ENSG00000106803","SEC61B","SEC61 translocon subunit beta [Source:HGNC Symbol;Acc:HGNC:16993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PLAGL2","ENSG00000126003","PLAGL2","PLAG1 like zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:9047]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ACOT9","ENSG00000123130","ACOT9","acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPV17","ENSG00000115204","MPV17","mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RPUSD1","ENSG00000007376","RPUSD1","RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TUT1","ENSG00000149016","TUT1","terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SBK1","ENSG00000188322","SBK1","SH3 domain binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:17699]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"B3GALT6","ENSG00000176022","B3GALT6","beta-1,3-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:17978]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED4","ENSG00000136146","MED4","mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PCNX4","ENSG00000126773","PCNX4","pecanex 4 [Source:HGNC Symbol;Acc:HGNC:20349]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ECT2","ENSG00000114346","ECT2","epithelial cell transforming 2 [Source:HGNC Symbol;Acc:HGNC:3155]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BANF1","ENSG00000175334","BANF1","BAF nuclear assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RBM18","ENSG00000119446","RBM18","RNA binding motif protein 18 [Source:HGNC Symbol;Acc:HGNC:28413]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CAPRIN1","ENSG00000135387","CAPRIN1","cell cycle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:6743]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"WNT2","ENSG00000105989","WNT2","Wnt family member 2 [Source:HGNC Symbol;Acc:HGNC:12780]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IPO5","ENSG00000065150","IPO5","importin 5 [Source:HGNC Symbol;Acc:HGNC:6402]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPS33","ENSG00000090263","MRPS33","mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1E","ENSG00000213923","CSNK1E","casein kinase 1 epsilon [Source:HGNC Symbol;Acc:HGNC:2453]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"CSNK1E","ENSG00000283900","TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough [Source:HGNC Symbol;Acc:HGNC:53829]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PSMB1","ENSG00000008018","PSMB1","proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SCAMP3","ENSG00000116521","SCAMP3","secretory carrier membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:10565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM216A","ENSG00000204856","FAM216A","family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRRF","ENSG00000148187","MRRF","mitochondrial ribosome recycling factor [Source:HGNC Symbol;Acc:HGNC:7234]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TGM2","ENSG00000198959","TGM2","transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"RGS16","ENSG00000143333","RGS16","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LSM3","ENSG00000170860","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17874]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"BICDL1","ENSG00000135127","BICDL1","BICD family like cargo adaptor 1 [Source:HGNC Symbol;Acc:HGNC:28095]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TMEM209","ENSG00000146842","TMEM209","transmembrane protein 209 [Source:HGNC Symbol;Acc:HGNC:21898]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIEZO1","ENSG00000103335","PIEZO1","piezo type mechanosensitive ion channel component 1 (Er blood group) [Source:HGNC Symbol;Acc:HGNC:28993]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MRPL21","ENSG00000197345","MRPL21","mitochondrial ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:14479]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCN1","ENSG00000134827","TCN1","transcobalamin 1 [Source:HGNC Symbol;Acc:HGNC:11652]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAN2","ENSG00000135473","PAN2","poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
